respondent_id,q1_age_group,q1_age_numeric,q2_city,q3_occupation,q4_income_bracket,q4_income_numeric,q5_cups_per_day,q5_cups_numeric,q6_occ_early_morning,q6_occ_mid-morning_work,q6_occ_afternoon,q6_occ_evening,q6_occ_late_night,q7_flavour_pref,q8_ctx_at_home,q8_ctx_officecollege,q8_ctx_cafe,q8_ctx_rtd_onthego,q8_ctx_mixed,q9_tenure,q9_tenure_numeric,q10_entry_product,q11_cold_brew,q11_hot_brew_bags,q11_instant_coffee,q11_ground_coffee,q11_rtd_bottles,q11_subscription_box,q11_merchandise,q11_products_combined,n_categories_purchased,q12_purchase_freq,q12_freq_numeric,q13_ch_sleepy_owl_w,q13_ch_amazon,q13_ch_instagram,q13_ch_word_of_mout,q13_ch_offline_stor,q13_ch_influencer,q14_monthly_spend_inr,q15_share_of_wallet,q16_price_perception,q17_trig_discount,q17_trig_trusted_reco,q17_trig_curiosity,q17_trig_limited_edit,q17_trig_online_revie,q17_trig_sample,q17_trig_rarely_try_n,q18_gifting_behaviour,q19_subscription,q20_rec_responsiveness,q20_rec_numeric,q21_coffee_identity,q22_health_conscious,q22_health_numeric,brand_loyalty_score,is_single_category_buyer,is_enthusiast,is_gifter,is_subscriber,q23_crosssell_intent
SO_1664,22-25,23.5,Mumbai,Working Professional,50k-1L,3.0,<1 cup,0.5,0,0,1,0,0,Sweet & Creamy,0,1,1,0,0,2+ years,5,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Weekly+,5,0,1,0,0,0,0,965.0,>75%,Fair Value,1,0,0,0,0,0,0,Yes - Multiple Times,Interested,Actively Ignore,1.0,Purely Functional,Not Health-Conscious,1.0,10.0,1,0,1,0,No
SO_1665,36+,37.0,Bengaluru,Working Professional,25k-50k,3.0,1-2 cups,1.5,0,1,0,0,0,Strong & Bold,1,0,1,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,0,0,1,1,1,4464.0,25-50%,Fair Value,1,0,0,0,0,0,0,No And Wouldn't,Was Subscribed/Cancelled,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.4,1,0,0,0,Yes
SO_1666,31-35,33.0,Bengaluru,Self-Employed/Freelancer,25k-50k,2.0,3-4 cups,3.5,1,0,0,1,0,Sweet & Creamy,1,0,0,0,0,3-6 months,2,Hot Brew Bags,1,1,1,1,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles,5,Weekly+,5,0,0,0,0,1,0,915.0,51-75%,Slightly Overpriced,0,0,1,0,0,0,0,No But Would,Interested,Rarely,2.0,Coffee Enthusiast,Somewhat Health-Conscious,3.0,6.7,0,1,0,0,Yes
SO_1667,18-21,19.5,Pune,Working Professional,50k-1L,3.0,<1 cup,0.5,0,1,0,0,0,No Preference,1,1,1,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,0,1,1,1,0,759.0,25-50%,Overpriced,0,1,0,1,0,1,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Purely Functional,Neutral,2.0,4.9,1,0,0,0,Maybe
SO_1668,31-35,33.0,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,0,1,1,0,1,Light & Fruity,1,1,1,0,0,3-6 months,2,Hot Brew Bags,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Monthly,3,0,0,0,1,1,0,804.0,25-50%,Fair Value,0,1,1,1,0,0,0,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,7.0,0,1,0,0,Yes
SO_1669,18-21,19.5,Mumbai,Student,1L-2L,4.0,3-4 cups,3.5,0,0,0,0,1,Strong & Bold,1,1,1,0,0,1-2 years,4,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Monthly,3,1,0,0,0,0,0,803.0,>75%,Fair Value,1,0,0,1,0,0,1,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Social Experience,Neutral,2.0,6.7,1,0,1,0,Yes
SO_1670,26-30,28.0,Bengaluru,Working Professional,25k-50k,2.0,3-4 cups,3.5,1,0,1,0,0,Smooth & Balanced,1,1,1,0,0,2+ years,5,Instant Coffee,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Monthly,3,1,0,0,0,1,0,785.0,51-75%,Fair Value,0,0,1,0,1,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Very Health-Conscious,3.0,8.6,0,1,0,0,Yes
SO_1671,22-25,23.5,Delhi/NCR,Self-Employed/Freelancer,1L-2L,4.0,1-2 cups,1.5,1,1,0,1,0,Smooth & Balanced,1,1,0,0,1,<3 months,1,Hot Brew Bags,0,1,1,0,0,1,0,Hot Brew Bags|Instant Coffee|Subscription Box,3,Monthly,3,0,1,1,1,0,0,881.0,25-50%,Excellent Value,0,0,0,0,1,0,0,No And Wouldn't,Interested,Actively Ignore,1.0,Coffee Enthusiast,Very Health-Conscious,4.0,3.3,0,0,0,0,Maybe
SO_1672,31-35,33.0,Mumbai,Student,50k-1L,3.0,3-4 cups,3.5,1,1,0,0,0,Light & Fruity,0,1,0,0,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Monthly,3,0,0,0,0,0,1,598.0,>75%,Excellent Value,1,1,0,1,0,0,0,No But Would,Was Subscribed/Cancelled,Rarely,2.0,Daily Ritual,Very Health-Conscious,4.0,6.4,1,0,0,0,Maybe
SO_1673,31-35,33.0,Chennai,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,1,0,0,Light & Fruity,1,0,0,0,0,2+ years,5,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,0,0,1,0,0,1,801.0,51-75%,Excellent Value,1,0,0,0,0,0,0,No But Would,Interested,Occasionally,3.0,Social Experience,Very Health-Conscious,4.0,7.7,1,0,0,0,No
SO_1674,26-30,28.0,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,0,1,0,1,0,Smooth & Balanced,0,1,0,0,1,<3 months,1,Instant Coffee,1,1,1,1,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles,5,Weekly+,5,0,0,1,0,0,0,1192.0,25-50%,Fair Value,1,1,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Actively Ignore,1.0,Still Exploring,Very Health-Conscious,4.0,4.1,0,1,0,0,Yes
SO_1675,26-30,28.0,Hyderabad,Homemaker,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Smooth & Balanced,1,0,0,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,1,0,1,0,0,680.0,51-75%,Overpriced,1,1,0,1,0,0,0,No And Wouldn't,Currently Subscribed,Occasionally,3.0,Coffee Enthusiast,Not Health-Conscious,1.0,6.8,1,0,0,1,Maybe
SO_1676,22-25,23.5,Delhi/NCR,Student,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,0,Sweet & Creamy,1,0,1,0,0,1-2 years,4,Cold Brew,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,Weekly+,5,0,0,0,1,0,1,1047.0,>75%,Slightly Overpriced,0,0,1,0,0,1,1,No But Would,Currently Subscribed,Rarely,2.0,Social Experience,Somewhat Health-Conscious,3.0,9.4,0,0,0,1,Maybe
SO_1677,18-21,19.5,Mumbai,Working Professional,1L-2L,4.0,5+ cups,5.5,1,1,1,0,0,Strong & Bold,1,1,1,1,0,2+ years,5,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,1,0,1,1,1,0,988.0,25-50%,Slightly Overpriced,0,0,0,1,1,0,1,No But Would,Prefer One-Time,Occasionally,1.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.3,1,0,0,0,No
SO_1678,22-25,23.5,Delhi/NCR,Student,Above 2L,5.0,<1 cup,0.5,0,0,0,1,0,Smooth & Balanced,1,1,0,0,0,6-12 months,3,Cold Brew,1,1,1,1,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee,4,Monthly,3,0,0,1,0,0,0,904.0,<25%,Fair Value,0,1,1,0,0,0,0,Yes - Multiple Times,Was Subscribed/Cancelled,Almost Always,4.0,Purely Functional,Not Health-Conscious,1.0,5.8,0,1,1,0,Maybe
SO_1679,18-21,19.5,Pune,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,1,0,0,1,Sweet & Creamy,0,0,1,0,1,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Weekly+,5,1,0,1,0,0,1,715.0,51-75%,Slightly Overpriced,0,0,0,0,1,0,0,No But Would,Interested,Rarely,2.0,Daily Ritual,Neutral,2.0,6.7,1,0,0,0,Maybe
SO_1680,26-30,28.0,Delhi/NCR,Student,Below 25k,1.0,1-2 cups,1.5,1,1,1,1,0,Strong & Bold,1,0,0,0,0,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,1,0,0,0,0,455.0,>75%,Fair Value,1,1,0,1,0,0,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.5,1,0,1,0,No
SO_1681,22-25,23.5,Chennai,Student,Above 2L,5.0,1-2 cups,1.5,1,0,0,0,0,Light & Fruity,0,1,1,1,1,6-12 months,3,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Rarely,1,0,1,0,0,0,0,800.0,<25%,Excellent Value,0,0,0,0,1,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Still Exploring,Neutral,2.0,3.9,1,0,0,0,Maybe
SO_1682,36+,37.0,Mumbai,Working Professional,50k-1L,3.0,<1 cup,0.5,1,0,1,0,0,Sweet & Creamy,0,1,1,0,1,<3 months,1,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,1,0,1,1,1,584.0,25-50%,Fair Value,1,1,1,0,0,0,0,No But Would,Currently Subscribed,Occasionally,1.0,Daily Ritual,Very Health-Conscious,4.0,2.5,1,0,0,1,No
SO_1683,26-30,28.0,Chennai,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,1,0,0,Light & Fruity,1,1,0,0,0,<3 months,1,Cold Brew,1,0,0,0,1,0,0,Cold Brew|RTD Bottles,2,Every 2-3 months,2,1,0,0,0,0,0,667.0,25-50%,Fair Value,1,1,0,0,0,0,1,No But Would,Currently Subscribed,Rarely,2.0,Social Experience,Neutral,2.0,2.9,0,0,0,1,No
SO_1684,26-30,28.0,Delhi/NCR,Student,50k-1L,3.0,3-4 cups,3.5,1,1,0,1,0,Strong & Bold,1,1,0,0,0,1-2 years,4,Instant Coffee,0,0,1,1,0,0,0,Instant Coffee|Ground Coffee,2,Monthly,3,0,1,0,0,0,1,839.0,25-50%,Overpriced,0,1,0,0,1,0,0,No But Would,Was Subscribed/Cancelled,Almost Always,4.0,Still Exploring,Very Health-Conscious,4.0,6.2,0,0,0,0,Yes
SO_1685,18-21,19.5,Hyderabad,Student,Below 25k,1.0,1-2 cups,1.5,0,0,0,0,1,Strong & Bold,1,1,0,0,1,1-2 years,4,Instant Coffee,1,1,1,0,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles,4,Rarely,1,1,0,1,1,0,1,501.0,<25%,Slightly Overpriced,0,0,1,0,0,0,1,Yes - Multiple Times,Was Subscribed/Cancelled,Occasionally,1.0,Purely Functional,Somewhat Health-Conscious,3.0,3.3,0,1,1,0,No
SO_1686,31-35,33.0,Bengaluru,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,0,0,0,Smooth & Balanced,1,1,1,1,0,1-2 years,4,Cold Brew,1,1,0,0,1,0,1,Cold Brew|Hot Brew Bags|RTD Bottles|Merchandise,4,2-3x/month,4,0,0,1,1,0,0,1211.0,51-75%,Slightly Overpriced,0,1,1,0,0,0,0,No But Would,Interested,Occasionally,3.0,Daily Ritual,Not Health-Conscious,1.0,8.3,0,1,0,0,Yes
SO_1687,31-35,33.0,Kolkata,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,0,1,0,Strong & Bold,1,0,0,0,1,<3 months,1,Hot Brew Bags,0,1,0,1,1,0,1,Hot Brew Bags|Ground Coffee|RTD Bottles|Merchandise,4,Monthly,3,0,1,0,0,0,0,1049.0,<25%,Excellent Value,1,0,1,0,1,0,0,No And Wouldn't,Interested,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,3.0,4.6,0,1,0,0,Maybe
SO_1688,22-25,23.5,Delhi/NCR,Self-Employed/Freelancer,25k-50k,2.0,1-2 cups,1.5,0,0,1,0,0,No Preference,1,1,1,0,0,3-6 months,2,Cold Brew,1,1,1,1,0,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Merchandise,5,Monthly,3,1,1,1,1,0,0,943.0,25-50%,Slightly Overpriced,1,1,0,0,0,1,0,Yes - Multiple Times,Currently Subscribed,Almost Always,4.0,Daily Ritual,Somewhat Health-Conscious,5.0,6.1,0,1,1,1,Yes
SO_1689,22-25,23.5,Mumbai,Student,25k-50k,2.0,1-2 cups,1.5,1,1,1,0,0,Light & Fruity,1,1,1,0,1,1-2 years,4,Instant Coffee,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,Every 2-3 months,2,0,1,1,0,0,0,776.0,<25%,Overpriced,1,0,0,1,0,1,0,No But Would,Interested,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,6.4,0,0,0,0,Maybe
SO_1690,26-30,28.0,Mumbai,Working Professional,1L-2L,4.0,3-4 cups,3.5,0,1,0,0,0,Smooth & Balanced,1,1,1,0,0,1-2 years,4,Cold Brew,1,0,0,0,1,0,0,Cold Brew|RTD Bottles,2,2-3x/month,4,0,0,0,1,0,0,864.0,51-75%,Slightly Overpriced,0,1,1,0,1,0,0,No And Wouldn't,Prefer One-Time,Actively Ignore,1.0,Social Experience,Neutral,2.0,7.4,0,0,0,0,Maybe
SO_1691,18-21,19.5,Pune,Student,Below 25k,1.0,5+ cups,5.5,1,1,1,1,1,No Preference,1,0,0,0,1,1-2 years,4,Hot Brew Bags,0,1,1,1,0,0,0,Hot Brew Bags|Instant Coffee|Ground Coffee,3,Weekly+,5,0,0,1,0,1,1,993.0,51-75%,Slightly Overpriced,1,0,1,0,0,0,0,Yes - Multiple Times,Prefer One-Time,Rarely,2.0,Still Exploring,Very Health-Conscious,4.0,8.1,0,0,1,0,Maybe
SO_1692,22-25,23.5,Bengaluru,Student,1L-2L,4.0,1-2 cups,1.5,0,1,0,1,1,Sweet & Creamy,1,1,0,0,0,2+ years,5,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Rarely,1,0,1,1,0,0,1,730.0,>75%,Overpriced,1,1,0,0,0,0,0,Yes - Multiple Times,Interested,Almost Always,4.0,Coffee Enthusiast,Not Health-Conscious,1.0,8.8,1,0,1,0,Maybe
SO_1693,22-25,23.5,Chennai,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,0,0,0,1,Smooth & Balanced,1,0,0,0,1,1-2 years,4,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Weekly+,5,0,0,1,0,0,1,794.0,>75%,Fair Value,1,0,1,0,0,1,0,No And Wouldn't,Interested,Occasionally,3.0,Still Exploring,Neutral,2.0,9.4,1,0,0,0,Yes
SO_1694,18-21,19.5,Delhi/NCR,Working Professional,50k-1L,3.0,3-4 cups,3.5,0,1,1,0,0,Smooth & Balanced,0,1,1,0,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,0,1,0,0,0,0,944.0,>75%,Slightly Overpriced,0,1,1,0,1,0,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Purely Functional,Neutral,2.0,8.4,1,0,0,0,Maybe
SO_1695,22-25,23.5,Delhi/NCR,Working Professional,Above 2L,5.0,1-2 cups,1.5,1,0,1,1,0,Strong & Bold,1,1,1,0,1,3-6 months,2,Hot Brew Bags,1,1,1,1,0,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Merchandise,5,Monthly,3,0,1,1,0,0,1,1159.0,25-50%,Fair Value,1,1,0,1,0,0,0,No But Would,Prefer One-Time,Almost Always,4.0,Purely Functional,Neutral,2.0,4.5,0,1,0,0,Maybe
SO_1696,18-21,19.5,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,0,No Preference,1,1,1,0,0,6-12 months,3,Cold Brew,1,1,0,0,0,1,1,Cold Brew|Hot Brew Bags|Subscription Box|Merchandise,4,Monthly,3,1,1,1,0,0,0,945.0,51-75%,Fair Value,0,1,0,0,0,0,0,No But Would,Interested,Almost Always,4.0,Social Experience,Not Health-Conscious,3.0,8.0,0,1,0,0,Maybe
SO_1697,18-21,19.5,Other,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,0,0,1,0,Smooth & Balanced,1,0,0,0,0,6-12 months,3,Instant Coffee,0,1,1,0,1,0,0,Hot Brew Bags|Instant Coffee|RTD Bottles,3,Every 2-3 months,2,0,1,0,0,0,0,519.0,<25%,Slightly Overpriced,1,0,0,1,1,0,0,No And Wouldn't,Interested,Actively Ignore,1.0,Social Experience,Somewhat Health-Conscious,3.0,3.6,0,0,0,0,Maybe
SO_1698,18-21,19.5,Hyderabad,Working Professional,50k-1L,3.0,3-4 cups,3.5,0,1,0,0,0,Sweet & Creamy,0,1,0,0,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Monthly,3,1,1,0,0,0,1,624.0,51-75%,Fair Value,0,1,0,1,0,0,1,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Purely Functional,Not Health-Conscious,1.0,5.3,1,0,1,0,No
SO_1699,36+,37.0,Other,Other,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,0,Smooth & Balanced,0,0,1,0,1,1-2 years,4,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Monthly,3,1,0,1,0,1,0,638.0,<25%,Overpriced,1,0,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Neutral,3.0,5.5,1,0,0,0,Maybe
SO_1700,22-25,23.5,Delhi/NCR,Student,25k-50k,2.0,3-4 cups,3.5,1,1,0,0,0,Sweet & Creamy,1,0,0,0,0,<3 months,1,Merchandise,1,1,1,0,0,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|Merchandise,4,2-3x/month,4,1,1,1,0,1,1,898.0,25-50%,Fair Value,0,1,1,0,0,1,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,4.5,0,1,1,0,Yes
SO_1701,36+,37.0,Hyderabad,Student,Above 2L,5.0,3-4 cups,3.5,1,0,1,0,0,Strong & Bold,0,0,0,0,1,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,1,0,0,0,0,1005.0,51-75%,Excellent Value,1,1,1,0,0,0,0,Yes - Multiple Times,Interested,Almost Always,4.0,Coffee Enthusiast,Neutral,2.0,8.0,1,0,1,0,Maybe
SO_1702,22-25,23.5,Hyderabad,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,0,1,1,0,No Preference,1,1,0,0,1,<3 months,1,Cold Brew,1,1,1,0,0,1,1,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box|Merchandise,5,2-3x/month,4,1,1,1,0,0,1,1065.0,>75%,Fair Value,0,1,1,0,0,0,0,No But Would,Interested,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,6.4,0,1,0,0,Yes
SO_1703,22-25,23.5,Delhi/NCR,Working Professional,50k-1L,3.0,3-4 cups,3.5,1,0,0,0,0,Sweet & Creamy,0,0,0,0,1,6-12 months,3,Hot Brew Bags,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Weekly+,5,1,0,0,0,0,0,6709.569999999999,25-50%,Slightly Overpriced,1,0,0,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Neutral,2.0,6.6,0,0,0,0,Yes
SO_1704,22-25,23.5,Pune,Student,25k-50k,2.0,3-4 cups,3.5,1,1,1,0,0,Smooth & Balanced,1,1,1,0,1,1-2 years,4,Cold Brew,1,1,1,1,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee,4,Rarely,1,0,1,0,0,0,0,622.0,51-75%,Fair Value,0,0,1,0,0,1,0,No And Wouldn't,Interested,Rarely,2.0,Daily Ritual,Not Health-Conscious,1.0,4.9,0,1,0,0,Yes
SO_1705,22-25,23.5,Other,Self-Employed/Freelancer,Below 25k,1.0,1-2 cups,1.5,1,1,1,0,0,Sweet & Creamy,0,1,0,0,0,<3 months,1,Cold Brew,1,0,1,1,1,0,0,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles,4,Weekly+,5,1,0,1,1,0,1,800.0,25-50%,Slightly Overpriced,1,0,0,0,1,0,0,No But Would,Interested,Rarely,2.0,Coffee Enthusiast,Very Health-Conscious,4.0,6.2,0,1,0,0,Yes
SO_1706,18-21,19.5,Kolkata,Student,Below 25k,1.0,1-2 cups,1.5,0,1,0,0,0,Sweet & Creamy,0,1,0,0,0,6-12 months,3,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,1,1,0,1,0,336.0,25-50%,Overpriced,1,1,0,0,0,0,1,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Daily Ritual,Not Health-Conscious,1.0,5.6,1,0,0,0,No
SO_1707,26-30,28.0,Chennai,Self-Employed/Freelancer,50k-1L,3.0,<1 cup,0.5,0,1,0,0,0,Sweet & Creamy,1,0,1,0,1,<3 months,1,Cold Brew,1,1,0,0,0,0,0,Cold Brew|Hot Brew Bags,2,Rarely,1,0,1,1,1,1,0,495.0,<25%,Fair Value,1,1,0,0,1,0,0,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Social Experience,Neutral,2.0,3.1,0,0,0,0,No
SO_1708,18-21,19.5,Delhi/NCR,Student,1L-2L,4.0,1-2 cups,1.5,0,1,1,1,0,Smooth & Balanced,0,1,0,0,0,2+ years,5,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,1,1,0,0,0,884.0,51-75%,Excellent Value,0,1,1,0,0,1,0,No But Would,Prefer One-Time,Actively Ignore,1.0,Still Exploring,Somewhat Health-Conscious,3.0,8.5,1,0,0,0,Maybe
SO_1709,26-30,28.0,Delhi/NCR,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,1,Smooth & Balanced,1,1,0,0,0,1-2 years,4,Subscription Box,1,0,0,0,0,1,1,Cold Brew|Subscription Box|Merchandise,3,2-3x/month,4,0,0,1,0,0,0,1024.0,25-50%,Excellent Value,1,0,0,1,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Purely Functional,Neutral,2.0,6.5,0,0,0,0,Maybe
SO_1710,26-30,28.0,Other,Self-Employed/Freelancer,1L-2L,4.0,1-2 cups,1.5,0,0,0,1,0,Sweet & Creamy,1,1,1,1,0,2+ years,5,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,1,0,0,0,0,778.0,>75%,Fair Value,0,1,1,0,1,0,0,No And Wouldn't,Interested,Actively Ignore,1.0,Daily Ritual,Somewhat Health-Conscious,3.0,8.2,1,0,0,0,Yes
SO_1711,18-21,19.5,Mumbai,Student,Below 25k,1.0,1-2 cups,1.5,0,1,1,1,0,Sweet & Creamy,1,1,0,0,0,2+ years,5,Cold Brew,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,2-3x/month,4,0,1,0,1,0,1,712.0,<25%,Excellent Value,1,0,1,0,0,0,0,Yes - Multiple Times,Currently Subscribed,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.8,0,1,1,1,Maybe
SO_1712,18-21,19.5,Chennai,Other,25k-50k,2.0,3-4 cups,3.5,1,1,0,0,1,Smooth & Balanced,0,1,0,1,0,1-2 years,4,Cold Brew,1,0,1,1,1,1,0,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles|Subscription Box,5,Every 2-3 months,2,1,1,0,1,0,1,778.0,<25%,Fair Value,0,1,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Neutral,2.0,6.4,0,1,0,0,Maybe
SO_1713,26-30,28.0,Chennai,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,0,1,0,0,Sweet & Creamy,1,1,1,0,1,3-6 months,2,Ground Coffee,1,0,1,1,1,0,0,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles,4,2-3x/month,4,0,0,1,0,0,0,781.0,51-75%,Slightly Overpriced,1,0,0,0,1,1,0,No And Wouldn't,Interested,Rarely,2.0,Purely Functional,Somewhat Health-Conscious,3.0,6.8,0,1,0,0,Yes
SO_1714,22-25,23.5,Hyderabad,Homemaker,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,1,Strong & Bold,1,1,1,0,0,3-6 months,2,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Rarely,1,0,1,0,0,0,0,668.0,>75%,Slightly Overpriced,0,1,0,0,1,0,1,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Social Experience,Neutral,2.0,6.2,1,0,0,0,Maybe
SO_1715,18-21,19.5,Other,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,1,1,1,0,Sweet & Creamy,1,1,0,0,1,6-12 months,3,Cold Brew,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,Every 2-3 months,2,0,0,1,1,0,0,369.0,<25%,Fair Value,1,0,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Social Experience,Very Health-Conscious,4.0,5.3,0,0,0,0,Maybe
SO_1716,36+,37.0,Delhi/NCR,Working Professional,Above 2L,5.0,1-2 cups,1.5,1,1,0,0,1,Strong & Bold,0,0,1,0,0,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Rarely,1,0,1,1,1,0,0,776.0,>75%,Slightly Overpriced,1,0,0,0,0,0,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,5.8,1,0,1,0,No
SO_1717,18-21,19.5,Delhi/NCR,Student,25k-50k,3.0,1-2 cups,1.5,1,1,1,1,1,Smooth & Balanced,0,1,0,1,0,1-2 years,4,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Weekly+,5,0,0,1,1,1,1,661.0,51-75%,Fair Value,1,1,0,0,1,0,0,Yes - Once/Twice,Prefer One-Time,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,9.3,1,0,1,0,Maybe
SO_1718,26-30,28.0,Mumbai,Working Professional,Above 2L,5.0,1-2 cups,1.5,0,0,0,1,0,Smooth & Balanced,1,1,1,1,0,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,1,1,0,0,1,0,1082.0,>75%,Slightly Overpriced,0,0,1,1,0,0,1,No But Would,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,6.7,1,0,0,0,Maybe
